zipcode,city,state,metro,county,month,1_br_total,2_br_total,3_br_total,4_br_total,5+_br_total,1_br_psqft,2_br_psqft,3_br_psqft,4_br_psqft,5+_br_psqft,avg_house_size
10023,New York,NY,New York,New York,1,1390000,2750000,4995000,6995000,,1837.440469,1954.402452,2150.574529,2428.630363,,1841.60654
10023,New York,NY,New York,New York,2,1285000,2670000,4995000,6995000,,1825.863546,1916.946309,2084.483512,2434.027035,,1841.683036
10023,New York,NY,New York,New York,3,1295000,2725000,4900000,7142500,,1848.364718,1952.799602,2038.615572,2454.991817,,1852.25552
10023,New York,NY,New York,New York,4,1392500,2737500,4900000,7295000,,1866.158868,2041.995233,2035.001628,2469.947063,,1862.037698
10023,New York,NY,New York,New York,5,1250000,2695000,4875000,6995000,,1800.609185,2064.559516,2013.450327,2413.532078,,1829.757899
10023,New York,NY,New York,New York,6,1237500,2660000,4650000,6995000,,1752.692606,1981.39437,2045.81676,2377.094246,,1816.036152
10023,New York,NY,New York,New York,7,1295000,2737500,4625000,6995000,,1799.768455,2064.559516,2045.81676,2413.532078,,1801.109616
11375,New York,NY,New York,Queens,1,316500,475000,,,,,,,,,
11375,New York,NY,New York,Queens,2,319000,502000,,,,,,,,,
11375,New York,NY,New York,Queens,3,319000,528500,,,,,,,,,
11375,New York,NY,New York,Queens,4,349000,595000,,,,,,,,,
11375,New York,NY,New York,Queens,5,339000,597600,,,,,,,,,
11375,New York,NY,New York,Queens,6,399000,609500,,,,,,,,,
11375,New York,NY,New York,Queens,7,399000,610000,,,,,,,,,
10128,New York,NY,New York,New York,1,972500,2490000,3677000,6547500,,,1803.571429,2017.634576,,,1601.51258
10128,New York,NY,New York,New York,2,950000,2252500,3790000,6450000,,,1783.753069,2049.780381,,,1555.882733
10128,New York,NY,New York,New York,3,862250,2280000,3877500,6261000,,,1796.507723,2055.007312,,,1577.991786
10128,New York,NY,New York,New York,4,885000,2574000,3925000,6261000,,,1798.122972,2131.03204,,,1636.661671
10128,New York,NY,New York,New York,5,889500,2428500,3792500,6138000,,,1729.166667,2055.555556,,,1624.716867
10128,New York,NY,New York,New York,6,882250,2240000,4155000,6250000,,,1589.285714,2055.555556,,,1715.394777
10128,New York,NY,New York,New York,7,855000,2215000,4032000,6395000,,,1577.099822,2055.555556,,,1682.995121
20002,Washington,DC,Washington,District of Columbia,1,409900,564450,697000,854950,,,532.7671975,498.6684421,,,1228.595339
20002,Washington,DC,Washington,District of Columbia,2,419900,577400,699950,830000,,,543.4143017,495.0440529,,,1238.227808
20002,Washington,DC,Washington,District of Columbia,3,409900,579900,739000,834500,,,552.917232,509.2592593,,,1249.964004
20002,Washington,DC,Washington,District of Columbia,4,419900,575000,750000,830000,,,531.6885965,526.3671875,,,1253.160474
20002,Washington,DC,Washington,District of Columbia,5,414900,575000,749000,898500,,,541.6205006,518.153527,,,1253.573231
20002,Washington,DC,Washington,District of Columbia,6,399499.5,575000,749450,901960,,,558.1620945,542.798913,,,1205.440294
20002,Washington,DC,Washington,District of Columbia,7,394450,569000,749949.5,899000,,,531.25,541.7281762,,,1227.711887
20009,Washington,DC,Washington,District of Columbia,1,392000,699250,,,,617.2839506,653.7311752,,,,852.3346352
20009,Washington,DC,Washington,District of Columbia,2,399325,699250,,,,644.2007797,690.6524901,,,,816.1625023
20009,Washington,DC,Washington,District of Columbia,3,414900,699500,,,,651.5828678,693.0405995,,,,823.0387258
20009,Washington,DC,Washington,District of Columbia,4,417000,699500,,,,633.3333333,658.5832404,,,,860.2747541
20009,Washington,DC,Washington,District of Columbia,5,417000,679900,,,,647.155812,659.41247,,,,837.7136659
20009,Washington,DC,Washington,District of Columbia,6,415000,681950,,,,655.8309038,655.9094436,,,,836.243257
20009,Washington,DC,Washington,District of Columbia,7,418500,674450,,,,665.625,664.3299645,,,,821.9829208
10003,New York,NY,New York,New York,1,1407500,3025000,,,,1879.901961,2346.733668,,,,1018.867476
10003,New York,NY,New York,New York,2,1475000,3000000,,,,1876.470588,2281.407035,,,,1050.514065
10003,New York,NY,New York,New York,3,1491944,2999999,,,,1876.470588,2320.887992,,,,1043.84407
10003,New York,NY,New York,New York,4,1540000,3127500,,,,1898.734177,2346.733668,,,,1071.885046
10003,New York,NY,New York,New York,5,1555000,3000000,,,,1926.310044,2348.443474,,,,1042.342353
10003,New York,NY,New York,New York,6,1525000,3000000,,,,1916.666667,2354.570637,,,,1034.88491
10003,New York,NY,New York,New York,7,1522500,3150000,,,,1898.734177,2382.875606,,,,1061.891102
7030,Hoboken,NJ,New York,Hudson,1,499000,800000,1865000,,,746.1375567,710.5268261,925,,,1270.306273
7030,Hoboken,NJ,New York,Hudson,2,499000,830000,1850000,,,749.5236977,716.5008792,912.5,,,1283.853635
7030,Hoboken,NJ,New York,Hudson,3,502000,799000,1687500,,,758.3120409,718.1818182,843.5350089,,,1258.345998
7030,Hoboken,NJ,New York,Hudson,4,507053.5,799000,1735000,,,752.6057644,714.6055437,824.8968879,,,1298.374365
7030,Hoboken,NJ,New York,Hudson,5,538000,799000,1689500,,,733.7100045,725.4545455,840.4689093,,,1281.608521
7030,Hoboken,NJ,New York,Hudson,6,525000,799000,1725000,,,750.776877,737.7740304,843.7200384,,,1275.59338
7030,Hoboken,NJ,New York,Hudson,7,534000,767000,1630000,,,746.044666,721.0884354,824.5,,,1252.13346
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,1,259000,550000,1299000,2950000,,288.5572139,373.2261116,592.1698057,858.7382779,701.4927652,2000.026636
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,2,250000,557000,1300000,2950000,,288.6334457,382.269238,599.1736194,916.2279535,687.3090808,1928.1541
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,3,249900,565000,1277500,2950000,,288.7748756,386.8828298,597.2737871,916.8755221,627.8878779,1920.526078
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,4,250000,559000,1349000,3045000,,290.3225806,386.8828298,618.9994947,961.2936084,601.1571144,1913.230726
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,5,259000,565000,1350000,3000000,,286.8159204,380.334667,620.7877283,890.000141,676.7762852,1983.498594
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,6,249900,567000,1299000,2999000,,278.6069652,387.3747495,602.757431,855.8789954,705.0457302,2004.9393
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,7,249950,559450,1300000,2970000,,275,384.6153846,606.1858787,860.4654493,761.0088189,1989.914024
10019,New York,NY,New York,New York,1,1463000,,,,,1789.181692,1920.115496,2640.671273,,,817.6922481
10019,New York,NY,New York,New York,2,1369000,,,,,1786.644819,1965.511472,2735.628054,,,766.240713
10019,New York,NY,New York,New York,3,1250000,,,,,1817.846608,2031.703397,2761.448185,,,687.6267748
10019,New York,NY,New York,New York,4,1325000,,,,,1728.846154,2269.981715,2744.897959,,,766.407119
10019,New York,NY,New York,New York,5,1299000,,,,,1907.514451,2327.770454,2737.042425,,,680.9909091
10019,New York,NY,New York,New York,6,1295000,,,,,1788.07947,2272.370545,2660.41461,,,724.2407407
10019,New York,NY,New York,New York,7,1275000,,,,,1728.846154,2291.399101,2752.17828,,,737.4860957
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,1,78900,129900,307000,425990,478990,114.1666667,125,167.734375,171.4336075,141.5404872,1885.911682
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,2,82500,129900,315000,424900,487500,125.5841679,125.2984013,171.9973009,169.8153454,144.2550558,1881.327937
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,3,79450,135250,315500,420995,475000,118.0812607,125.4154448,171.9699881,167.8982726,145.143481,1873.188931
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,4,79900,134250,315000,421990,481500,113.4924242,128.0598935,172.8688446,165.6879195,143.3145492,1896.235853
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,5,74905,144999,315250,424900,480000,105.9556787,128.1092632,172.2848512,165.8080452,145.1998633,1907.398717
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,6,82500,144999.5,314250,414900,475000,122.3470662,128.6695279,172.2848512,167.4705252,145.0096977,1875.666654
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,7,75000,146000,312995,399950,479500,110,128.683834,169.3521759,165.4076166,144.1095057,1881.973741
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,1,299000,789000,3207866.5,5722500,7997500,453.6082474,647.4447667,1392.007029,1724.143204,1543.792786,2536.349819
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,2,299000,789000,3100000,5650000,8500000,454.1771033,651.5080036,1357.459029,1724.143204,1529.953173,2597.152822
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,3,299000,785000,3100000,5945000,8450000,465.3333333,648.5579392,1358.890701,1736.757301,1529.953173,2616.058206
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,4,298500,750000,3147500,5872500,8500000,455.9590781,628.3519042,1344.363794,1721.441823,1579.545455,2596.439665
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,5,299000,750000,2977500,5975000,8450000,465.800638,641.1813497,1324.786325,1751.662971,1440.28178,2667.421093
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,6,299000,735000,2997499.5,5975000,8225000,463.5658915,628.1407035,1326.84499,1726.57457,1531.015562,2581.419689
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,7,299000,725000,3084500,5975000,7300000,458.6029692,607.8832668,1355.139656,1739.188667,1531.015562,2464.87587
11211,New York,NY,New York,Kings,1,879000,1350000,,,,1287.276342,1277.472527,,,,869.8056296
11211,New York,NY,New York,Kings,2,877000,1350000,,,,1265.498652,1277.472527,,,,874.8908241
11211,New York,NY,New York,Kings,3,870000,1237500,,,,1287.276342,1154.522422,,,,873.8586683
11211,New York,NY,New York,Kings,4,865000,1222500,,,,1265.249326,1212.842881,,,,845.8110512
11211,New York,NY,New York,Kings,5,799000,1197500,,,,1221.808652,1208.212595,,,,822.5410354
11211,New York,NY,New York,Kings,6,796250,1195000,,,,1189.189189,1170.918293,,,,845.0701888
11211,New York,NY,New York,Kings,7,795000,1234500,,,,1189.189189,1154.625771,,,,868.8501589
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,1,185000,290000,599000,,,229.4976881,235.89838,350,,,1248.959939
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,2,184900,299000,574000,,,227.5525545,238.1376598,337.5,,,1256.292193
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,3,179999,299000,526500,,,219.4117647,236.4853604,309.9257259,,,1261.171258
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,4,184222,299000,524000,,,217.6470588,233.1400319,299.5,,,1292.833025
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,5,179999.5,299000,579000,,,217.5882353,232.6440177,313.9510203,,,1318.903476
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,6,179999.5,289000,558950,,,217.5078753,224.5662883,312.4608641,,,1301.114368
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,7,179000,285000,499499.5,,,211.6470588,221.7741935,296.4213369,,,1271.979409
33908,Fort Myers,FL,Fort Myers,Lee,1,92000,194900,308990,592000,,169.9507389,160.2150538,172.8665208,207.444897,,1599.760408
33908,Fort Myers,FL,Fort Myers,Lee,2,89900,189900,309995,599000,,169.6107861,158.5594013,172.2520107,202.377108,,1621.794018
33908,Fort Myers,FL,Fort Myers,Lee,3,89900,185900,299700,587450,,166.6847318,156.4371257,168.956044,198.2360589,,1616.22468
33908,Fort Myers,FL,Fort Myers,Lee,4,88000,184550,301445,595900,,154.3814433,156.25,168.9189189,186.9239631,,1680.904592
33908,Fort Myers,FL,Fort Myers,Lee,5,87000,184000,298900,572400,,159.0330789,157.3581365,166.1037234,184.5322535,,1654.434494
33908,Fort Myers,FL,Fort Myers,Lee,6,79900,189947.5,299999.5,559945,,145.3907204,159.082397,166.7524013,182.8270781,,1651.336891
33908,Fort Myers,FL,Fort Myers,Lee,7,82900,195000,299421,564025,,154.6433378,157.5734158,167.0496084,184.1405184,,1657.253095
7302,Jersey City,NJ,New York,Hudson,1,715000,981500,,,,840.5802581,858.5915493,,,,996.8770702
7302,Jersey City,NJ,New York,Hudson,2,699000,917000,,,,843.0708134,831.5915097,,,,965.9083543
7302,Jersey City,NJ,New York,Hudson,3,645000,899500,,,,832.52207,887.3966942,,,,894.1966754
7302,Jersey City,NJ,New York,Hudson,4,625000,899000,,,,828.6180952,857.3540281,,,,901.4214315
7302,Jersey City,NJ,New York,Hudson,5,639500,889000,,,,830.8751229,866.4760458,,,,897.8326548
7302,Jersey City,NJ,New York,Hudson,6,625000,899000,,,,827.4687855,866.2165544,,,,896.5811047
7302,Jersey City,NJ,New York,Hudson,7,625000,877000,,,,814.1736012,800.0517251,,,,931.9143384
92101,San Diego,CA,San Diego,San Diego,1,439900,829450,,,,556.5934874,675.0253807,,,,1009.556016
92101,San Diego,CA,San Diego,San Diego,2,445000,798000,,,,564.7442873,671.1557508,,,,988.4805026
92101,San Diego,CA,San Diego,San Diego,3,439000,799900,,,,561.1038108,671.641791,,,,986.6743195
92101,San Diego,CA,San Diego,San Diego,4,438500,799950,,,,564.1028079,662.3681125,,,,992.5263485
92101,San Diego,CA,San Diego,San Diego,5,448500,845000,,,,589.4776666,678.1883827,,,,1003.404783
92101,San Diego,CA,San Diego,San Diego,6,449700,889000,,,,581.7441382,680.8951424,,,,1039.327237
92101,San Diego,CA,San Diego,San Diego,7,445000,869900,,,,578.0780781,680.3504801,,,,1024.198953
11372,New York,NY,New York,Queens,1,322000,,,,,,,,,,
11372,New York,NY,New York,Queens,2,320750,,,,,,,,,,
11372,New York,NY,New York,Queens,3,359000,,,,,,,,,,
11372,New York,NY,New York,Queens,4,380000,,,,,,,,,,
11372,New York,NY,New York,Queens,5,387900,,,,,,,,,,
11372,New York,NY,New York,Queens,6,389000,,,,,,,,,,
11372,New York,NY,New York,Queens,7,387900,,,,,,,,,,
20001,Washington,DC,Washington,District of Columbia,1,465000,649750,845000,,,652.7590848,638.2067234,534.5680684,,,1103.721105
20001,Washington,DC,Washington,District of Columbia,2,499700,699500,850000,,,650.8476275,653.9351852,536.827957,,,1140.273656
20001,Washington,DC,Washington,District of Columbia,3,499900,725000,845000,,,656.8988173,657.053259,505.3429603,,,1178.847682
20001,Washington,DC,Washington,District of Columbia,4,499000,695500,829000,,,664.1791045,623.6933798,549.0331492,,,1125.4539
20001,Washington,DC,Washington,District of Columbia,5,487000,725000,814450,,,656.8988173,603.3179004,554.6296296,,,1137.1693
20001,Washington,DC,Washington,District of Columbia,6,499450,725000,799900,,,678.9115646,610.1939203,579.5521513,,,1101.337787
20001,Washington,DC,Washington,District of Columbia,7,487500,735000,850000,,,675.0423985,614.0544518,575.9105773,,,1131.687564
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,1,89000,145250,325000,,,104.1666667,124.1922121,177.1126076,,,1286.316269
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,2,93000,147500,325000,,,108.5080148,127.9286845,174.6143058,,,1290.436888
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,3,95000,150000,321000,,,110.3805878,131.0140637,176.6893986,,,1274.107068
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,4,93000,149949.5,327053,,,111.8591415,130.8014879,177.9931731,,,1271.746504
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,5,98000,148000,315000,,,111.1111111,128.4658041,177.9717931,,,1268.000317
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,6,98500,144900,324450,,,113.7799043,125.9803922,181.0482355,,,1269.316442
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,7,109999,149999,324000,,,115.1974831,132.5600663,180.8074898,,,1292.796471
33063,Margate,FL,Miami-Fort Lauderdale,Broward,1,57000,110000,275000,,,74.55096774,105.3153153,156.9539964,,,1187.055272
33063,Margate,FL,Miami-Fort Lauderdale,Broward,2,59900,112000,289900,,,77.35483871,106.8181818,164.573991,,,1194.793992
33063,Margate,FL,Miami-Fort Lauderdale,Broward,3,57500,116500,299000,,,76.25,109.5337379,165.1254954,,,1209.480532
33063,Margate,FL,Miami-Fort Lauderdale,Broward,4,59900,114954,299000,,,77.66666667,109.5337379,171.8910363,,,1186.734522
33063,Margate,FL,Miami-Fort Lauderdale,Broward,5,59700,123500,298245,,,77.03225806,117.1243942,171.1485305,,,1190.68122
33063,Margate,FL,Miami-Fort Lauderdale,Broward,6,61000,129000,298245,,,80.69789809,123.0247827,170.1314121,,,1185.834048
33063,Margate,FL,Miami-Fort Lauderdale,Broward,7,58000,134749.5,285000,,,79.93055556,123.7495632,169.3207123,,,1165.904966
10701,Yonkers,NY,New York,Westchester,1,107450,200000,,,,140,190.5626134,,,,908.5119048
10701,Yonkers,NY,New York,Westchester,2,114000,217000,,,,146.5333333,199.1666667,,,,933.7598654
10701,Yonkers,NY,New York,Westchester,3,120000,220000,,,,149.2532006,212.4645892,,,,919.7347629
10701,Yonkers,NY,New York,Westchester,4,119000,211500,,,,146.1538462,189.0909091,,,,966.3600709
10701,Yonkers,NY,New York,Westchester,5,126500,215000,,,,146.848262,194.0003046,,,,984.8395495
10701,Yonkers,NY,New York,Westchester,6,125000,211500,,,,151.7647059,192.2727273,,,,961.8217054
10701,Yonkers,NY,New York,Westchester,7,127000,199999,,,,146.8290985,189.0909091,,,,961.3190928
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,1,54999,75000,,,,72.00292398,79.54545455,130.6303104,,,853.3505613
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,2,55000,75000,,,,71.62600512,80.58312655,129.9584272,,,849.2967334
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,3,55000,79694,,,,71.61458333,83.58464013,132.7490883,,,860.7263452
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,4,56000,81000,,,,73.60655738,83.93501805,129.4820717,,,862.9170199
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,5,57900,85000,,,,75.390625,85.49795918,121.0976479,,,881.0878885
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,6,58900,82000,,,,77.17530191,85,125.8101941,,,863.9517075
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,7,57450,81450,,,,78.0141844,86.32224462,126.5186528,,,839.981015
7087,Union City,NJ,New York,Hudson,1,275000,449000,,,,,355.8341369,,,,1261.823848
7087,Union City,NJ,New York,Hudson,2,277000,460000,,,,,389.0337475,,,,1182.4167
7087,Union City,NJ,New York,Hudson,3,277000,459450,,,,,369.5257949,,,,1243.350279
7087,Union City,NJ,New York,Hudson,4,269900,430000,,,,,361.9879113,,,,1187.884972
7087,Union City,NJ,New York,Hudson,5,289000,400000,,,,,355.8341369,,,,1124.119241
7087,Union City,NJ,New York,Hudson,6,272000,449000,,,,,360.2150538,,,,1246.477612
7087,Union City,NJ,New York,Hudson,7,297000,449000,,,,,356.3698576,,,,1259.926984
77057,Houston,TX,Houston,Harris,1,130000,212450,487000,899990,,158.8296761,152.211677,188.6408048,293.0988542,,1966.61717
77057,Houston,TX,Houston,Harris,2,125000,219900,474000,874000,,154.7619048,153.580402,188.4920635,281.9237148,,1963.584942
77057,Houston,TX,Houston,Harris,3,130000,219900,449000,814499.5,,156.7398119,156.1686622,181.9349315,244.9680514,,2007.582407
77057,Houston,TX,Houston,Harris,4,130000,225000,449500,959000,,156.884058,159.4908619,181.3006427,284.7688862,,2021.581749
77057,Houston,TX,Houston,Harris,5,140000,220000,467000,959000,,160.1602331,156.7408377,184.2758787,273.1148415,,2080.825653
77057,Houston,TX,Houston,Harris,6,135000,219000,459000,1100050,,161.7358128,155.7698178,183.5672515,279.5200819,,2169.139146
77057,Houston,TX,Houston,Harris,7,132500,206700,457000,965000,,166.1234246,154.5138889,184.1298631,264.9427724,,2064.895877
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,1,60000,97000,209900,,,86.25730994,87.78908418,117.4828599,,,1195.719264
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,2,60000,99000,209300,,,86.22782328,90.29126214,114.3678161,,,1207.447667
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,3,63500,99000,209600,,,86.18438822,90.35175879,113.0774366,,,1228.702287
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,4,60000,99000,210000,,,82.44269678,91.48351648,120.6896552,,,1183.313464
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,5,60900,99000,217500,,,82.42241955,91.50863813,122.4061707,,,1199.204306
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,6,62950,98900,218950,,,83.01404853,90.80681818,122.8203628,,,1210.0385
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,7,64900,100000,202000,,,86.25730994,92.69067797,119.5488722,,,1173.647559
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,1,70500,150950,285000,,,86.36513996,127.7461351,149.5331324,,,1301.291381
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,2,73350,160000,285000,,,96.26666667,130.9979839,153.8859609,,,1278.453208
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,3,79000,169750,280000,,,98.57142857,132.0754717,153,,,1305.588212
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,4,77450,179999.5,275000,,,96.82844933,133.8598901,156.5389478,,,1300.435125
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,5,74350,179900,280000,,,96.93622824,134.5845778,156.9170017,,,1296.029272
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,6,73900,175000,280000,,,93.05649686,134.3612335,153.2622003,,,1307.84491
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,7,79950,179000,280000,,,101.5210084,134.9743986,151.0119029,,,1322.619209
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1,342500,439900,,,,476.1363636,435.1145038,,,,865.1649939
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2,335000,439000,,,,492.4466338,438.902439,,,,840.2495214
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3,334900,449947.5,,,,492.4466338,442.0506376,,,,848.9689246
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4,340000,473997.5,,,,488,443.5460471,,,,882.6879292
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5,340000,519500,,,,466.6666667,465,,,,922.8878648
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,6,347000,590000,,,,476.6413435,503.4027778,,,,950.0172157
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7,355000,599000,,,,506.6225166,512.3267071,,,,934.9473892
33141,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,1,259000,460000,979000,,,295.2522255,361.1111111,484.9955869,,,1389.879101
33141,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,2,250000,460000,995000,,,290.9090909,356.3596491,502.5252525,,,1376.735256
33141,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,3,254950,450000,999000,,,291.2087912,349.3135177,502.5252525,,,1383.896497
33141,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,4,255250,450000,995000,,,292.8176796,348.4716157,483.2793014,,,1407.302354
33141,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,5,249900,452500,1050000,,,291.7582418,351.8518519,524.5114199,,,1381.482232
33141,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,6,248000,430000,1050000,,,287.6140029,340.4255319,524.8091603,,,1375.373017
33141,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,7,248000,439000,999750,,,295.0281815,340.4255319,506.8790888,,,1367.50801
96815,Honolulu,HI,Urban Honolulu,Honolulu,1,440000,722500,,,,767.8062678,682.6089099,1028.608165,,,815.7501914
96815,Honolulu,HI,Urban Honolulu,Honolulu,2,449900,725000,,,,775.9699625,712.2370937,1074.772073,,,798.8549735
96815,Honolulu,HI,Urban Honolulu,Honolulu,3,430000,695000,,,,750.9689922,705.9346228,1168.914123,,,778.5519898
96815,Honolulu,HI,Urban Honolulu,Honolulu,4,425000,685000,,,,743.7275986,692.8838951,1227.452617,,,780.0337024
96815,Honolulu,HI,Urban Honolulu,Honolulu,5,422000,685000,,,,730.7692308,672.8129206,1195.215311,,,797.7936535
96815,Honolulu,HI,Urban Honolulu,Honolulu,6,408500,675000,,,,723.2594281,664.2874618,1119.318182,,,790.4653054
96815,Honolulu,HI,Urban Honolulu,Honolulu,7,419000,675000,,,,731.2030075,663.7168142,1168.914123,,,795.0141388
8759,Manchester,NJ,New York,Ocean,1,38000,74500,,,,,72.11538462,,,,1033.066667
8759,Manchester,NJ,New York,Ocean,2,40450,75000,,,,,73.21428571,,,,1024.390244
8759,Manchester,NJ,New York,Ocean,3,37000,77750,,,,,71.55032468,,,,1086.64776
8759,Manchester,NJ,New York,Ocean,4,38450,74200,,,,,67.40531497,,,,1100.803402
8759,Manchester,NJ,New York,Ocean,5,38900,69900,,,,,66.03190955,,,,1058.579109
8759,Manchester,NJ,New York,Ocean,6,34900,69900,,,,,61.10004978,,,,1144.025255
8759,Manchester,NJ,New York,Ocean,7,35500,75000,,,,,65.55555556,,,,1144.067797
33021,Hollywood,FL,Miami-Fort Lauderdale,Broward,1,90500,183000,360000,506945,,117.2985782,144.2553191,182.8571429,192.9898745,,1658.916317
33021,Hollywood,FL,Miami-Fort Lauderdale,Broward,2,89950,178000,364935,539000,,118.3643365,145.1310861,184.3491347,198.0161646,,1672.001336
33021,Hollywood,FL,Miami-Fort Lauderdale,Broward,3,94900,172900,359900,526495,,117.2985782,144.0715474,184.9037673,197.1784865,,1656.42669
33021,Hollywood,FL,Miami-Fort Lauderdale,Broward,4,95000,174900,355000,550000,,117.2985782,144.6012903,181.3811189,197.1982759,,1691.426906
33021,Hollywood,FL,Miami-Fort Lauderdale,Broward,5,95000,174000,359950,549900,,117.2985782,147.0023862,187.8131021,197.1586972,,1674.802482
33021,Hollywood,FL,Miami-Fort Lauderdale,Broward,6,98450,182500,365000,527995,,119.6257744,153.8461538,192.9238985,199.2146939,,1637.888175
33021,Hollywood,FL,Miami-Fort Lauderdale,Broward,7,98000,189777,371999.5,524900,,124.0814586,155.4591468,193.0396755,195.8677686,,1654.371731
7047,North Bergen,NJ,New York,Hudson,1,189000,319000,,,,273.1102796,,,,,692.0281443
7047,North Bergen,NJ,New York,Hudson,2,185000,329949.5,,,,273.1102796,,,,,677.382046
7047,North Bergen,NJ,New York,Hudson,3,187000,329900,,,,286.5123703,,,,,652.6768802
7047,North Bergen,NJ,New York,Hudson,4,182500,369000,,,,278.1746032,,,,,656.0627675
7047,North Bergen,NJ,New York,Hudson,5,185000,330000,,,,277.7777778,,,,,666
7047,North Bergen,NJ,New York,Hudson,6,182000,370000,,,,268.5714286,,,,,677.6595745
7047,North Bergen,NJ,New York,Hudson,7,185000,372500,,,,284.9462366,,,,,649.245283
22201,Arlington,VA,Washington,Arlington,1,399000,614900,,,,526.6490116,564.4153226,,,,923.5331532
22201,Arlington,VA,Washington,Arlington,2,382000,649900,,,,520.2020202,566.3176265,,,,940.9596556
22201,Arlington,VA,Washington,Arlington,3,384900,617450,,,,544.3978757,544.5050256,,,,920.4926584
22201,Arlington,VA,Washington,Arlington,4,389900,625000,,,,546.0526316,545.2879581,,,,930.1085621
