zipcode,city,state,metro,county,month,1_br_total,2_br_total,3_br_total,4_br_total,5+_br_total,1_br_psqft,2_br_psqft,3_br_psqft,4_br_psqft,5+_br_psqft,avg_house_size
10025,New York,NY,New York,New York,1,3025,3500,4495,4895,,4.956722589,4.573361082,,,,687.7918832
10025,New York,NY,New York,New York,2,3040.5,3500,4495,4947.5,,4.980536017,4.6,,,,685.673013
10025,New York,NY,New York,New York,3,3000,3500,4500,5175,,5,4.505809222,,,,688.3875046
10025,New York,NY,New York,New York,4,2975,3500,4500,5125,,5.1,4.660540541,,,,667.1595917
10025,New York,NY,New York,New York,5,2995,3585,4449,5300,,5.147404006,4.691964286,,,,672.9595027
10025,New York,NY,New York,New York,6,3000,3500,4295,5000,,5.058363715,4.820923657,,,,659.5395589
10025,New York,NY,New York,New York,7,2928,3500,4200,4800,,5,4.639285714,,,,670.013241
60657,Chicago,IL,Chicago,Cook,1,1400,1850,2500,3200,,1.973333333,1.85,1.733333333,1.75,,1245.084645
60657,Chicago,IL,Chicago,Cook,2,1440,1900,2595,3200,,1.99375,1.95,1.735087719,1.774536669,,1248.876315
60657,Chicago,IL,Chicago,Cook,3,1425,1950,2600,3575,,1.99375,1.944444444,1.785714286,1.859767442,,1273.96851
60657,Chicago,IL,Chicago,Cook,4,1445,1950,2600,3600,,2,1.95,1.817424242,1.8,,1288.27402
60657,Chicago,IL,Chicago,Cook,5,1450,1945,2669,3675,,2.032291667,1.994736842,1.866666667,1.855613426,,1274.711203
60657,Chicago,IL,Chicago,Cook,6,1450,1925,2600,3800,,2,1.993650794,1.832916667,1.921038961,,1271.79144
60657,Chicago,IL,Chicago,Cook,7,1450,1955,2600,3697.5,,2,1.995,1.790647198,1.933726736,,1267.262443
10023,New York,NY,New York,New York,1,3295,5110,6995,,,4.822379231,5.100348432,,,,842.5825095
10023,New York,NY,New York,New York,2,3295,5300,6999,,,4.850488181,5.355172911,,,,834.5051673
10023,New York,NY,New York,New York,3,3225,4950,6995,,,4.8,5.119472462,,,,819.3857495
10023,New York,NY,New York,New York,4,3295,4800,6999,,,4.907059421,5.075384615,,,,808.6113555
10023,New York,NY,New York,New York,5,3300,4912.5,7288,,,5.102505695,5.138596491,,,,801.3707064
10023,New York,NY,New York,New York,6,3300,4975,6972.5,,,5,5.099601594,,,,817.7832031
10023,New York,NY,New York,New York,7,3300,5000,6890,,,4.866986677,5.146221323,,,,824.8121348
75070,McKinney,TX,Dallas-Fort Worth,Collin,1,1050,1395,1750,1900,,1.360736196,1.223430962,0.986632718,0.808178497,,1509.138141
75070,McKinney,TX,Dallas-Fort Worth,Collin,2,1056,1399,1755,1975,,1.385064223,1.241351569,0.993816701,0.813575081,,1520.723319
75070,McKinney,TX,Dallas-Fort Worth,Collin,3,1080,1356,1750,1995,,1.437235543,1.229996016,0.988228005,0.839763051,,1500.100429
75070,McKinney,TX,Dallas-Fort Worth,Collin,4,1020,1357.5,1775,2000,,1.399449036,1.209111218,1.008426966,0.848194867,,1492.424905
75070,McKinney,TX,Dallas-Fort Worth,Collin,5,1071,1383,1795,2095,,1.40641052,1.236966825,0.996184824,0.82867331,,1552.395607
75070,McKinney,TX,Dallas-Fort Worth,Collin,6,1075,1419,1792.5,2100,,1.347742656,1.24534465,1.029641286,0.838815789,,1545.375149
75070,McKinney,TX,Dallas-Fort Worth,Collin,7,1075.5,1430,1795,2070,,1.377410468,1.269957983,1.029411765,0.846088767,,1524.275149
77494,Katy,TX,Houston,Harris,1,1179,1650,1857,2300,3200,1.488469602,1.360924683,1.05566262,0.830986554,0.846755637,2062.101869
77494,Katy,TX,Houston,Harris,2,1175,1640,1859,2300,3000,1.48090131,1.360924683,1.049107757,0.843959899,0.784210526,2064.2464
77494,Katy,TX,Houston,Harris,3,1190,1656,1889.5,2299,3100,1.48516129,1.360924683,1.043719212,0.842533411,0.822490195,2065.229874
77494,Katy,TX,Houston,Harris,4,1205,1656,1879,2287.5,3100,1.468140442,1.360924683,1.031017751,0.849181661,0.815494393,2071.040368
77494,Katy,TX,Houston,Harris,5,1200,1635,1890,2300,3100,1.466681396,1.360924683,1.016673444,0.858865242,0.833635375,2055.034188
77494,Katy,TX,Houston,Harris,6,1177,1650,1850,2275,2975,1.48409894,1.391803288,0.970745024,0.842696629,0.837496327,2027.251995
77494,Katy,TX,Houston,Harris,7,1209,1619,1869,2210,3000,1.520156047,1.373290793,0.979153506,0.833965125,0.81555378,2042.299549
60614,Chicago,IL,Chicago,Cook,1,1575,2097.5,2750,3300,,2.220689655,2.075235849,1.918333333,1.770833333,,1254.258272
60614,Chicago,IL,Chicago,Cook,2,1610,2050,2850,3300,,2.2,2.075471698,1.9375,1.895854398,,1232.788299
60614,Chicago,IL,Chicago,Cook,3,1595,2100,2875,3300,,2.291666667,2.105555556,1.996153846,2.03125,,1189.561653
60614,Chicago,IL,Chicago,Cook,4,1600,2127.5,2875,3775,,2.32,2.124276062,2.096153846,2.140625,,1206.55903
60614,Chicago,IL,Chicago,Cook,5,1600,2090,2850,4200,,2.291666667,2.142857143,2.076923077,2.198546334,,1239.022641
60614,Chicago,IL,Chicago,Cook,6,1595,2100,2895,3995,,2.308333333,2.192307692,2,2.12962963,,1243.070627
60614,Chicago,IL,Chicago,Cook,7,1575,2100,2800,3995,,2.311712185,2.2,2.038461538,1.9975,,1252.360887
77084,Houston,TX,Houston,Harris,1,919,1240,1400,1600,,1.24929972,1.091666667,0.856072766,0.688093225,,1458.032822
77084,Houston,TX,Houston,Harris,2,965,1191,1450,1599,,1.26587963,1.048145225,0.847457627,0.691514299,,1480.481325
77084,Houston,TX,Houston,Harris,3,910,1145,1450,1600,,1.22101181,1.045822102,0.85094828,0.701590271,,1456.157674
77084,Houston,TX,Houston,Harris,4,972.5,1247,1450,1637.5,,1.330162075,1.138888889,0.851197982,0.692302101,,1473.704776
77084,Houston,TX,Houston,Harris,5,972,1321,1495,1600,,1.291316527,1.184323859,0.856733524,0.71875,,1459.802873
77084,Houston,TX,Houston,Harris,6,973,1304,1475,1650,,1.294970517,1.161111111,0.853514303,0.719716394,,1473.787373
77084,Houston,TX,Houston,Harris,7,1055,1316,1450,1695,,1.358685725,1.173432233,0.851426293,0.715892186,,1492.170425
10002,New York,NY,New York,New York,1,2500,3100,4500,,,,,,,,
10002,New York,NY,New York,New York,2,2500,3074.5,4500,,,,,,,,
10002,New York,NY,New York,New York,3,2525,3200,4650,,,,,,,,
10002,New York,NY,New York,New York,4,2597,3295,4672.5,,,,,,,,
10002,New York,NY,New York,New York,5,2550,3250,4725,,,,,,,,
10002,New York,NY,New York,New York,6,2600,3250,4595,,,,,,,,
10002,New York,NY,New York,New York,7,2650,3250,4685,,,,,,,,
10467,New York,NY,New York,Bronx,1,1450,1750,2150,,,,,,,,
10467,New York,NY,New York,Bronx,2,1450,1750,2195,,,,,,,,
10467,New York,NY,New York,Bronx,3,1475,1800,2150,,,,,,,,
10467,New York,NY,New York,Bronx,4,1450,1800,2150,,,,,,,,
10467,New York,NY,New York,Bronx,5,1416,1775,2175,,,,,,,,
10467,New York,NY,New York,Bronx,6,1450,1800,2200,,,,,,,,
10467,New York,NY,New York,Bronx,7,1425,1800,2175,,,,,,,,
60640,Chicago,IL,Chicago,Cook,1,1245,1600,2125,,,,1.691011236,1.375,,,1245.816974
60640,Chicago,IL,Chicago,Cook,2,1250,1650,2150,,,,1.75,1.45,,,1212.807882
60640,Chicago,IL,Chicago,Cook,3,1260,1650,2175,,,,1.714141414,1.5625,,,1177.290513
60640,Chicago,IL,Chicago,Cook,4,1275,1670,2100,,,,1.68625,1.572916667,,,1162.731285
60640,Chicago,IL,Chicago,Cook,5,1271,1650,2200,,,,1.683,1.548430736,,,1200.592724
60640,Chicago,IL,Chicago,Cook,6,1267.5,1650,2150,,,,1.697293144,1.541666667,,,1183.365366
60640,Chicago,IL,Chicago,Cook,7,1300,1650,2150,,,,1.75,1.555555556,,,1162.5
94109,San Francisco,CA,San Francisco,San Francisco,1,2995,4425,,,,4.669781931,4.363636364,,,,827.7100359
94109,San Francisco,CA,San Francisco,San Francisco,2,3145,4495,,,,4.717246937,4.362573578,,,,848.5287729
94109,San Francisco,CA,San Francisco,San Francisco,3,3150,4500,,,,4.787234043,4.448051948,,,,834.8394161
94109,San Francisco,CA,San Francisco,San Francisco,4,3295,4500,,,,4.995833333,4.537554619,,,,825.6366121
94109,San Francisco,CA,San Francisco,San Francisco,5,3197,4400,,,,4.798701299,4.4,,,,833.1109608
94109,San Francisco,CA,San Francisco,San Francisco,6,3095,4445,,,,4.94269341,4.478088172,,,,809.3939528
94109,San Francisco,CA,San Francisco,San Francisco,7,3150,4650,,,,4.957507082,4.397798207,,,,846.3736432
11226,New York,NY,New York,Kings,1,1725,2075,2492.5,,,,,2.25,,,1107.777778
11226,New York,NY,New York,Kings,2,1750,2100,2499,,,,,2.431363636,,,1027.818284
11226,New York,NY,New York,Kings,3,1750,2100,2490,,,,,2.281553398,,,1091.361702
11226,New York,NY,New York,Kings,4,1750,2100,2550,,,,,2.449494949,,,1041.030928
11226,New York,NY,New York,Kings,5,1750,2100,2500,,,,,2.454545455,,,1018.518519
11226,New York,NY,New York,Kings,6,1749,2154,2500,,,,,2.665555556,,,937.8907878
11226,New York,NY,New York,Kings,7,1762.5,2215,2550,,,,,2.588235294,,,985.2272727
10016,New York,NY,New York,New York,1,3345,4350,5746,6775,,5.287234043,4.963963134,4.673384295,,,912.829236
10016,New York,NY,New York,New York,2,3400,4500,5790,6750,,5.336168489,5.018398147,4.80483513,,,912.9659698
10016,New York,NY,New York,New York,3,3430,4295,5763,6550,,5.360215327,4.819354839,4.896124031,,,902.7171024
10016,New York,NY,New York,New York,4,3422.5,4300,5746,6487.5,,5.357037037,4.921730175,4.996875,,,887.4914957
10016,New York,NY,New York,New York,5,3500,4495,5795,6700,,5.375,5.079347671,5.061801059,,,893.6561224
10016,New York,NY,New York,New York,6,3500,4200,5697.5,6500,,5.430968586,5.062120949,4.97503876,,,873.1204081
10016,New York,NY,New York,New York,7,3495,4200,5597.5,6480,,5.407854985,5.026592445,4.930273598,,,872.3902525
11375,New York,NY,New York,Queens,1,1850,2400,,,,2.347603307,2.255434783,,,,926.0670618
11375,New York,NY,New York,Queens,2,1875,2462.5,,,,2.34375,2.299679487,,,,935.4006969
11375,New York,NY,New York,Queens,3,1862.5,2395,,,,2.410021552,2.235873288,,,,921.9922458
11375,New York,NY,New York,Queens,4,1850,2497.5,,,,2.407142857,2.208333333,,,,949.7446951
11375,New York,NY,New York,Queens,5,1850,2400,,,,2.430871212,2.299,,,,902.4880823
11375,New York,NY,New York,Queens,6,1875,2395,,,,2.398214286,2.333333333,,,,904.1301457
11375,New York,NY,New York,Queens,7,1850,2497.5,,,,2.421428571,2.340909091,,,,915.4525016
11235,New York,NY,New York,Kings,1,1700,2250,2562.5,,,2.342857143,2.216666667,2.090909091,,,988.7302761
11235,New York,NY,New York,Kings,2,1744,2200,2500,,,2.303846154,2.2,2,,,1002.331664
11235,New York,NY,New York,Kings,3,1750,2200,2500,,,2.34375,2.247706422,1.999333333,,,991.9529942
11235,New York,NY,New York,Kings,4,1750,2225,2499,,,2.40768416,2.35,2,,,974.382677
11235,New York,NY,New York,Kings,5,1750,2200,2500,,,2.357142857,2.333065165,2,,,978.4632532
11235,New York,NY,New York,Kings,6,1800,2294.5,2500,,,2.355042017,2.392821535,1.898653846,,,1013.31658
11235,New York,NY,New York,Kings,7,1800,2275,2500,,,2.402623907,2.352774832,1.996666667,,,989.4036985
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1,1325,1700,,,,,2.161290323,,,,786.5671642
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2,1325,1650,,,,,2.071428571,,,,796.5517241
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3,1350,1795,,,,,2.175757576,,,,825
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4,1350,1850,,,,,2.416611259,,,,765.5347931
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5,1395,1887.5,,,,,2.388503555,,,,790.2437475
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,6,1397,1795,,,,,2.244807627,,,,799.6230851
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7,1395,1749,,,,,2.09375,,,,835.3432836
60647,Chicago,IL,Chicago,Cook,1,1400,1600,1999,,,2,1.65,1.533333333,,,991.130874
60647,Chicago,IL,Chicago,Cook,2,1350,1692.5,2100,,,1.884615385,1.679166667,1.570487484,,,1020.477136
60647,Chicago,IL,Chicago,Cook,3,1475,1700,2200,,,1.86,1.704124579,1.565217391,,,1065.381986
60647,Chicago,IL,Chicago,Cook,4,1495,1750,2100,,,1.933333333,1.75,1.589671654,,,1031.43446
60647,Chicago,IL,Chicago,Cook,5,1495,1750,2100,,,1.980833333,1.75,1.571428571,,,1030.365498
60647,Chicago,IL,Chicago,Cook,6,1495,1750,2100,,,2.130357143,1.75,1.571428571,,,1012.707968
60647,Chicago,IL,Chicago,Cook,7,1450,1750,2100,,,1.993541667,1.75,1.625,,,1006.552141
37211,Nashville,TN,Nashville,Davidson,1,1001.5,1256,1645,,,1.307189542,1.097246127,1.041595925,,,1163.379558
37211,Nashville,TN,Nashville,Davidson,2,1017,1295,1685,,,1.332026144,1.110197368,1.037037037,,,1184.926405
37211,Nashville,TN,Nashville,Davidson,3,1060,1277.5,1681,,,1.474509804,1.146055437,1.05357412,,,1143.03245
37211,Nashville,TN,Nashville,Davidson,4,1074,1295,1650,,,1.436601307,1.146983857,1.095804634,,,1127.46294
37211,Nashville,TN,Nashville,Davidson,5,1067.5,1265,1690,,,1.407270904,1.151315789,1.106322844,,,1128.295433
37211,Nashville,TN,Nashville,Davidson,6,1065.5,1277,1650,,,1.435632184,1.182142857,1.081612586,,,1115.974479
37211,Nashville,TN,Nashville,Davidson,7,1019,1286,1650,,,1.407536267,1.149425287,1.09800732,,,1115.167418
10009,New York,NY,New York,New York,1,2795,3300,4325,,,,,,,,
10009,New York,NY,New York,New York,2,2785,3450,4250,,,,,,,,
10009,New York,NY,New York,New York,3,2795,3312.5,4350,,,,,,,,
10009,New York,NY,New York,New York,4,2800,3460,4495,,,,,,,,
10009,New York,NY,New York,New York,5,2850,3495,4500,,,,,,,,
10009,New York,NY,New York,New York,6,2800,3500,4564.5,,,,,,,,
10009,New York,NY,New York,New York,7,2800,3500,4632,,,,,,,,
78660,Pflugerville,TX,Austin,Travis,1,1010,1315,1625,,,1.372946331,1.232303371,1.058494709,,,1112.65018
78660,Pflugerville,TX,Austin,Travis,2,1035,1375,1625,,,1.379353234,1.174698795,1.046337818,,,1157.966734
78660,Pflugerville,TX,Austin,Travis,3,1097,1407,1625,,,1.406779661,1.311858077,1.102834773,,,1108.598406
78660,Pflugerville,TX,Austin,Travis,4,1090.5,1400,1625,,,1.403358326,1.305322129,1.068015739,,,1123.703297
78660,Pflugerville,TX,Austin,Travis,5,1060,1400,1667,,,1.41439206,1.301193756,1.127707244,,,1101.198067
78660,Pflugerville,TX,Austin,Travis,6,1060,1395,1696,,,1.43263288,1.270412643,1.130239521,,,1112.843922
78660,Pflugerville,TX,Austin,Travis,7,1020,1375,1695,,,1.41439206,1.257243196,1.133700863,,,1103.307997
60618,Chicago,IL,Chicago,Cook,1,1200,1500,1950,2700,,1.461538462,1.458333333,1.428121212,1.278110048,,1331.887132
60618,Chicago,IL,Chicago,Cook,2,1200,1550,1950,2912.5,,1.484375,1.5,1.4,1.315223539,,1362.265997
60618,Chicago,IL,Chicago,Cook,3,1250,1500,2150,3100,,1.5625,1.5,1.491525424,1.382289417,,1371.033381
60618,Chicago,IL,Chicago,Cook,4,1250,1550,2195,3350,,1.61875,1.531582447,1.5,1.485,,1375.862885
60618,Chicago,IL,Chicago,Cook,5,1295,1575,2175,3000,,1.615384615,1.55,1.528342246,1.432,,1333.969583
60618,Chicago,IL,Chicago,Cook,6,1275,1595,2000,2925,,1.566666667,1.572556391,1.533333333,1.383108994,,1311.812615
60618,Chicago,IL,Chicago,Cook,7,1245,1575,2000,2800,,1.515151515,1.541666667,1.533333333,1.392857143,,1289.481464
10029,New York,NY,New York,New York,1,2485,3072.5,3300,,,5.246422893,5.326460481,,,,525.2465787
10029,New York,NY,New York,New York,2,2500,3000,3300,,,5.25654478,5.154639175,,,,528.7987922
10029,New York,NY,New York,New York,3,2500,2995,3295,,,5.169867061,5.269186712,,,,525.9851708
10029,New York,NY,New York,New York,4,2495,3062.5,3425,,,5.169867061,5.317460317,,,,529.2685608
10029,New York,NY,New York,New York,5,2397.5,3000,3500,,,5.288461538,5.17010582,,,,516.8021854
10029,New York,NY,New York,New York,6,2500,2995,3600,,,5.267442216,5.154639175,,,,527.8218273
10029,New York,NY,New York,New York,7,2497.5,2850,3595,,,5.246422893,4.36965812,,,,564.1317876
10011,New York,NY,New York,New York,1,3800,4795,5650,,,5.88372093,5.75,,,,739.8814229
10011,New York,NY,New York,New York,2,3800,4795,5897.5,,,5.992857143,5.666666667,,,,740.1323354
10011,New York,NY,New York,New York,3,3900,4700,5800,,,5.996168582,5.75,,,,733.9033199
10011,New York,NY,New York,New York,4,3850,4750,5600,,,6.604994546,5.7625,,,,703.5936204
10011,New York,NY,New York,New York,5,3795,4897.5,6095,,,6.325,5.829787234,,,,720.0410584
10011,New York,NY,New York,New York,6,3700,4800,5922.5,,,5.901098901,5.769736842,,,,729.4644431
10011,New York,NY,New York,New York,7,3700,4770,5747.5,,,5.876470588,5.666666667,,,,735.6971678
10128,New York,NY,New York,New York,1,2695,3500,4500,,,,,,,,
10128,New York,NY,New York,New York,2,2677.5,3695,4400,,,,,,,,
10128,New York,NY,New York,New York,3,2600,3295,4500,,,,,,,,
10128,New York,NY,New York,New York,4,2550,3200,4325,,,,,,,,
10128,New York,NY,New York,New York,5,2575,3195,4300,,,,,,,,
10128,New York,NY,New York,New York,6,2675,3200,4497.5,,,,,,,,
10128,New York,NY,New York,New York,7,2649,3199,4400,,,,,,,,
77573,League City,TX,Houston,Galveston,1,995,1432,,,,1.555351875,1.294779939,,,,872.8530339
77573,League City,TX,Houston,Galveston,2,1005,1409,,,,1.57622739,1.215945425,,,,898.183736
77573,League City,TX,Houston,Galveston,3,1007,1322.5,,,,1.508571429,1.198230088,,,,885.6150827
77573,League City,TX,Houston,Galveston,4,960,1428,,,,1.411504425,1.234922706,,,,918.2365333
77573,League City,TX,Houston,Galveston,5,1025,1401,,,,1.478679505,1.212680578,,,,924.2389531
77573,League City,TX,Houston,Galveston,6,1075,1445,,,,1.444736842,1.248348894,,,,950.8045541
77573,League City,TX,Houston,Galveston,7,1098.5,1434,,,,1.542105263,1.229411765,,,,939.3746836
77584,Pearland,TX,Houston,Brazoria,1,1147.5,1395,,,,1.487657533,1.234418605,,,,950.7167719
77584,Pearland,TX,Houston,Brazoria,2,1109,1389,,,,1.487804878,1.22556391,,,,939.3746354
77584,Pearland,TX,Houston,Brazoria,3,1135,1428,,,,1.476813317,1.257009346,,,,952.2882193
77584,Pearland,TX,Houston,Brazoria,4,1126,1400,,,,1.465863454,1.254463521,,,,942.0814304
77584,Pearland,TX,Houston,Brazoria,5,1104.5,1409,,,,1.436528497,1.259640103,,,,943.7204588
77584,Pearland,TX,Houston,Brazoria,6,1125,1440,,,,1.44963145,1.252819549,,,,962.7333369
77584,Pearland,TX,Houston,Brazoria,7,1123.5,1440,,,,1.434159061,1.243690165,,,,970.6152778
28269,Charlotte,NC,Charlotte,Mecklenburg,1,1029,1245,1395,1640,,1.383064516,1.100957354,0.85910512,0.682400293,,1475.474539
28269,Charlotte,NC,Charlotte,Mecklenburg,2,1029,1245,1395,1645,,1.383064516,1.088906373,0.842259007,0.685466764,,1485.858425
28269,Charlotte,NC,Charlotte,Mecklenburg,3,1069,1270,1450,1680,,1.445288754,1.112190813,0.846213292,0.713228114,,1487.634646
28269,Charlotte,NC,Charlotte,Mecklenburg,4,1069,1275,1495,1695,,1.451048951,1.118363795,0.862068966,0.715505464,,1494.980363
28269,Charlotte,NC,Charlotte,Mecklenburg,5,979,1205,1450,1695,,1.235819304,1.070088845,0.855631496,0.718585403,,1492.929389
28269,Charlotte,NC,Charlotte,Mecklenburg,6,955,1199,1447,1650,,1.221402214,1.040744021,0.875172908,0.722857455,,1467.485979
28269,Charlotte,NC,Charlotte,Mecklenburg,7,955,1195,1450,1655,,1.223988439,1.051909892,0.854285714,0.734002509,,1467.087523
11201,New York,NY,New York,Kings,1,3035,4163.5,6400,,,4.603658537,4.257820214,,,,818.553024
11201,New York,NY,New York,Kings,2,3025,4147,5626,,,4.631730364,4.315371025,,,,807.0435336
11201,New York,NY,New York,Kings,3,3100,4150,6125,,,4.703539823,4.235294118,,,,819.469596
11201,New York,NY,New York,Kings,4,3185,4171,6470,,,4.768091486,4.390057361,,,,809.0418152
11201,New York,NY,New York,Kings,5,3200,4285,6492,,,4.837340877,4.413793103,,,,816.1703902
11201,New York,NY,New York,Kings,6,3254,4500,6000,,,4.860199715,4.599254427,,,,823.9696325
11201,New York,NY,New York,Kings,7,3290.5,4485,5892.5,,,4.842247294,4.466287571,,,,841.8647777
20002,Washington,DC,Washington,District of Columbia,1,2095.5,2745,3295,,,3.054579954,2.802511416,2.333333333,,,1025.88017
20002,Washington,DC,Washington,District of Columbia,2,2100,2800,3300,,,3.07349537,2.777777778,2.251391261,,,1052.340496
20002,Washington,DC,Washington,District of Columbia,3,2190,2920,3400,,,3.189102564,2.909090909,2.371916509,,,1041.301189
20002,Washington,DC,Washington,District of Columbia,4,2188,2955,3295,,,3.228287841,2.998538012,2.407407407,,,1010.643736
20002,Washington,DC,Washington,District of Columbia,5,2200,2975,3200,,,3.344238976,3.056737589,2.308192458,,,1005.824594
20002,Washington,DC,Washington,District of Columbia,6,2237.5,2988,3400,,,3.413359824,3.098979592,2.419825073,,,1008.253692
20002,Washington,DC,Washington,District of Columbia,7,2240,2995,3400,,,3.348979774,3.076923077,2.539716046,,,993.6559175
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1,2100,3095,5925,,,2.925454545,2.909090909,3.28712406,,,1194.743636
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2,2135,3139,6000,,,2.98,2.846512447,3.480696203,,,1180.996325
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3,2150,3225,6535,,,2.99375,2.970786862,3.349709692,,,1251.549717
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4,2120,3230.5,6407.5,,,3.030923441,2.96495371,3.443708609,,,1216.552639
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5,2125,3195,5995,,,2.983709867,3.048074454,3.446221545,,,1166.663239
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,6,2195,3205,6500,,,3.193333333,3.08379275,3.672745694,,,1165.489075
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7,2195,3195,6500,,,3.159398496,2.936383061,3.663003663,,,1185.775265
78130,New Braunfels,TX,San Antonio,Comal,1,1000,1340,1395,,,1.370967742,1.175462384,0.996153846,,,1089.924932
78130,New Braunfels,TX,San Antonio,Comal,2,1049,1327,1350,,,1.382482656,1.156671511,0.986121256,,,1091.679102
78130,New Braunfels,TX,San Antonio,Comal,3,1009,1315,1395,,,1.385041551,1.157407407,1.018248175,,,1078.219333
78130,New Braunfels,TX,San Antonio,Comal,4,1025,1310,1450,,,1.380662689,1.172972691,1.031294452,,,1088.405887
78130,New Braunfels,TX,San Antonio,Comal,5,1004.5,1311.5,1485,,,1.370967742,1.174143775,1.047360248,,,1089.17618
78130,New Braunfels,TX,San Antonio,Comal,6,1009,1308.5,1495,,,1.370967742,1.164596273,1.042924509,,,1097.670283
78130,New Braunfels,TX,San Antonio,Comal,7,1011.5,1275,1475,,,1.370967742,1.152659985,1.023715415,,,1094.922413
20009,Washington,DC,Washington,District of Columbia,1,2454,3250,,,,3.653203343,3.434065934,,,,809.0696149
20009,Washington,DC,Washington,District of Columbia,2,2436,3300,,,,3.620689655,3.49328412,,,,808.7348984
20009,Washington,DC,Washington,District of Columbia,3,2412,3350,,,,3.596661051,3.411268144,,,,826.3307371
20009,Washington,DC,Washington,District of Columbia,4,2434,3300,,,,3.667180277,3.330377877,,,,827.3018798
20009,Washington,DC,Washington,District of Columbia,5,2427.5,3300,,,,3.688070058,3.419689119,,,,811.6016658
20009,Washington,DC,Washington,District of Columbia,6,2495,3350,,,,3.671875,3.459515571,,,,823.9165152
20009,Washington,DC,Washington,District of Columbia,7,2499,3400,,,,3.719810236,3.542390194,,,,815.8061927
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,1,1070,,1550,,,1.46,1.30748422,0.972877358,,,1163.044417
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,2,1090,,1550,,,1.473029046,1.370250606,1.004018399,,,1141.88412
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,3,1090,,1550,,,1.485507246,1.370250606,1.00931677,,,1134.724203
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,4,1090,,1605,,,1.491825613,1.370250606,0.990446322,,,1175.56498
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,5,1090,,1610,,,1.487486347,1.352841391,0.98265896,,,1185.5958
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,6,1099,,1600,,,1.492477692,1.341956346,0.981659575,,,1183.126172
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,7,1071.5,,1635,,,1.456774194,1.315757779,1,,,1185.264615
10462,New York,NY,New York,Bronx,1,1400,1750,2150,,,,,,,,
10462,New York,NY,New York,Bronx,2,1400,1725.5,2150,,,,,,,,
10462,New York,NY,New York,Bronx,3,1450,1750,2150,,,,,,,,
10462,New York,NY,New York,Bronx,4,1450,1800,2150,,,,,,,,
10462,New York,NY,New York,Bronx,5,1450,1875,2200,,,,,,,,
10462,New York,NY,New York,Bronx,6,1450,1812.5,2195,,,,,,,,
10462,New York,NY,New York,Bronx,7,1450,1800,2200,,,,,,,,
10456,New York,NY,New York,Bronx,1,1400,1650,,,,,,,,,
10456,New York,NY,New York,Bronx,2,1450,1625,,,,,,,,,
10456,New York,NY,New York,Bronx,3,1450,1650,,,,,,,,,
10456,New York,NY,New York,Bronx,4,1450,1700,,,,,,,,,
10456,New York,NY,New York,Bronx,5,1400,1700,,,,,,,,,
10456,New York,NY,New York,Bronx,6,1400,1800,,,,,,,,,
10456,New York,NY,New York,Bronx,7,1425,1800,,,,,,,,,
10003,New York,NY,New York,New York,1,3391,3800,5000,6800,,,,,,,
10003,New York,NY,New York,New York,2,3395,3895,4997.5,6495,,,,,,,
10003,New York,NY,New York,New York,3,3350,3950,5172.5,6682,,,,,,,
10003,New York,NY,New York,New York,4,3300,3895,5295,6500,,,,,,,
10003,New York,NY,New York,New York,5,3200,3900,5195,6500,,,,,,,
10003,New York,NY,New York,New York,6,3200,3850,5197.5,6495,,,,,,,
10003,New York,NY,New York,New York,7,3270,3700,5222.5,6425,,,,,,,
11206,New York,NY,New York,Kings,1,2000,2500,2750,3749.5,,,,,,,
11206,New York,NY,New York,Kings,2,1999,2499,2700,3799.5,,,,,,,
11206,New York,NY,New York,Kings,3,2015,2488,2800,3799,,,,,,,
11206,New York,NY,New York,Kings,4,2200,2525,3000,3802,,,,,,,
11206,New York,NY,New York,Kings,5,2200,2600,3012.5,3750,,,,,,,
11206,New York,NY,New York,Kings,6,2250,2700,3100,3924.5,,,,,,,
